kingdom,phylum,class,order,family,genus,species
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma polyneuron
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus psaltria
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa lafresnayii
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Conirostrum,Conirostrum sitticolor
Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax affinis
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Catamenia,Catamenia homochroa
Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus microcephalus
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates truncatus
Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,Milvago chimachima
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,Forpus conspicillatus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus icterocephalus
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Conirostrum,Conirostrum rufum
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Coeligena,Coeligena helianthea
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Orochelidon,Orochelidon murina
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,Cistothorus apolinari
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Florisuga,Florisuga mellivora
Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,Veniliornis kirkii
Animalia,Chordata,Aves,Piciformes,Bucconidae,Nystalus,Nystalus radiatus
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus rubinus
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Metallura,Metallura tyrianthina
Animalia,Chordata,Aves,Piciformes,Galbulidae,Galbula,Galbula ruficauda
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Ampelion,Ampelion rubrocristatus
